30082,28828
24725,27647
24529,26665
31348,19062
29186,27742
22988,26686
23903,27067
26921,28223
24902,28482
23847,29107
24007,24342
30664,28204
22726,27127
27028,29404
28845,16528
27168,25761
23081,27465
21747,27660
24347,27645
24202,25381
30829,28840
31584,26428
31469,22104
22642,27982
27126,27846
26589,29408
22545,23549
26304,29387
26521,27822
24562,29889
22907,25569
28641,15547
26045,29204
24760,26747
23884,26204
27629,29040
32669,24062
26007,27482
30023,18003
31063,22243
26946,28920
26969,26304
25261,30122
23364,27308
28842,28700
25761,27282
27304,28686
22667,28689
26984,29000
22166,26388
24740,28881
24467,25304
24047,26929
22880,26121
31665,22228
23707,24643
23389,26644
25786,29725
27445,28743
30346,23224
23263,27622
27369,27464
23542,27380
29667,27888
24968,29146
22846,25126
23780,24487
26465,28863
23106,25984
32886,22581
22848,21768
29927,28806
23829,27946
23020,26784
23984,25408
24084,27321
25561,28924
28922,27128
22208,27426
24107,27926
23023,27408
30863,25501
27549,27546
24687,22785
29145,27185
25407,28386
23622,27002
27160,28780
25046,29988
25485,28162
29304,20422
24185,26922
32602,25265
31321,22645
26184,27449
24969,27808
25186,22822
22761,24981
28801,27422
22261,26546
22463,27189
25241,23527
27248,28486
23788,25820
28581,28248
23500,28182
22889,26983
25828,28348
25506,27588
24744,26043
31328,26504
22767,24486
24325,28421
21946,25449
23062,28429
29149,26800
27405,28924
30586,25780
25028,27006
23421,28327
28440,27729
30062,19361
23965,27528
22969,25288
24164,25545
29907,18623
22243,25940
23223,25488
25503,28904
26409,28028
26445,29523
22602,26204
24648,28500
27001,29006
30688,26009
27004,29281
30749,23002
21808,24869
28822,29464
29100,27804
22284,25964
25363,29064
23643,28548
28367,27461
27660,28480
23427,25605
28706,27549
27141,29242
30244,24649
24101,27948
25065,27523
24721,27986
24666,26725
22126,26000
24404,27821
32305,24185
23703,27028
25126,27169
24706,27284
24162,27103
26643,29206
23682,23806
30148,24425
24020,27669
24286,27289
29646,27108
30745,27766
24766,27461
32282,22669
30147,25421
25681,27345
33269,21245
27523,29324
24320,27049
23327,23208
25448,29262
25086,28901
24863,23747
27880,28006
31142,25703
28464,28500
22347,27389
24246,23767
30922,22406
22962,28685
31000,26863
23964,26308
22467,27168
31740,22668
22946,25306
24667,23146
23321,24223
29244,28461
23608,27084
22048,26180
27023,30282
22422,26520
22264,25385
24124,28340
22923,24825
26989,30205
22629,26682
32645,21742
25909,29242
28922,28601
31609,22360
24488,25880
25745,27346
22486,28202
27008,28420
23486,27584
28105,28629
25521,27563
25425,26846
23144,26527
21984,26389
23061,26281
23547,28701
24440,27006
21720,27204
24786,27348
23622,23325
27000,29360
28362,29144
25285,28603
31102,23020
26987,29787
25922,27623
27104,28781
31747,24744
23809,27707
31064,26409
24102,25627
23682,28205
24668,26942
29703,26744
31384,24527
25425,26562
25689,28480
24843,28827
24625,27220
25640,27386
23604,26663
30689,20223
29268,28884
23085,28689
23303,24501
24769,29184
27263,28822
24045,25301
23289,26782
23707,24920
25282,24002
22603,28068
23844,29487
31427,24527
28809,28940
24708,28885
27609,28265
23145,27169
25927,28721
24049,27287
23103,28806
23825,28987
27040,28969
27283,30181
23900,28286
24668,27803
22941,27566
24040,26664
29860,26509
22045,25801
29206,26789
27460,29609
27280,29147
26061,27822
26362,28089
23289,26200
27646,29041
30581,23744
27420,28785
27988,28143
25129,27389
28783,28924
26441,28207
30665,27264
23328,24460
22089,25805
24306,29080
28222,28267
23183,26961
26461,27742
22886,28462
26821,27483
26064,26923
25266,28541
32045,20422
24841,28986
26345,28604
29425,27562
22521,27161
30223,25788
24005,25300
23943,28804
25505,30145
22922,28068
30666,28260
24385,25160
28641,17162
27300,29865
23922,26884
23426,25102
31645,19227
31869,22944
30987,20945
32262,23523
30563,18063
22664,27146
23923,24161
29600,26905
26763,29089
26361,28240
24361,28084
27541,28742
31129,24940
23108,25549
25927,28123
23169,26865
26746,28660
30806,19602
24744,27506
25606,28047
27181,26088
27406,27005
21466,26969
31347,20227
30307,26105
21849,27469
23509,26382
28945,27068
29601,26124
29969,24964
22681,27960
29245,29181
23306,27101
24804,26303
21743,27742
27023,28406
24363,30020
28264,27066
32000,18901
25667,28640
25689,28422
24205,26624
27965,29168
25208,27246
24446,26587
27800,28164
30704,26806
24207,26244
22929,27305
22041,24863
24683,25483
32402,17629
26401,29562
27147,28341
28625,28583
28504,28743
22125,24989
25703,30145
28607,27526
23022,26542
29004,29462
24543,27449
23347,26742
30444,20643
23263,29583
24407,28604
24049,27422
23283,27205
28649,28189
25388,28708
23380,27409
25282,28581
24365,28123
25846,28585
29480,25909
29163,27824
26285,29001
26901,27240
23307,26563
24887,28209
28568,26527
27700,13267
24088,27227
22323,26843
23909,25622
25860,29161
26543,28702
26049,29227
23783,25602
22663,27987
25761,27723
23229,25388
28181,28580
22547,24360
27702,28265
25203,28866
23249,27404
24763,28469
32044,21045
24006,25780
24846,23605
28800,27626
27229,29045
25741,29380
23986,28100
25542,29121
24809,29526
22789,26224
24567,28642
23789,27269
22182,28926
23743,28687
25704,22721
23422,25802
22627,27827
23722,28285
28180,28824
25528,27560
20563,24761
25269,26081
21528,25666
24829,27964
24008,23785
22929,26269
25147,26385
28066,29009
25528,27828
26120,28467
24526,26501
29025,27488
22561,26024
23425,27746
27626,27661
25821,27269
23644,28128
26681,28583
23444,26803
25643,29085
23582,26042
28820,28240
23664,27520
29384,27648
24709,28286
25029,27949
30961,23605
21247,27443
24023,27384
26105,27788
27461,30629
24582,29285
26181,29220
30404,27046
23103,26740
24129,26960
22827,25803
30783,24161
23521,28628
31585,25844
25048,28020
24488,27989
22765,26227
22629,28342
23680,26625
23507,27884
25345,29141
24668,26028
25823,29184
27362,29527
23749,29240
24367,26643
27602,28264
22248,24385
24024,28625
26165,29266
25541,29088
24021,27680
26940,28640
28963,26883
21202,25480
23646,25749
22626,26943
25508,28021
25946,29606
23605,25468
32389,21188
22629,25946
31041,27007
28541,26981
26544,28969
22143,26242
31280,26202
25468,28428
25545,30020
25426,28103
22864,26825
22646,24486
21141,25202
25765,30907
27103,27526
24440,25528
27383,27460
25500,29225
24928,26223
22825,25243
24982,29063
26885,29748
29181,26503
24000,27824
26929,28942
23247,23726
25240,29407
28461,28209
23482,26667
32508,21805
24341,29248
24407,28149
22781,26447
29886,28047
25426,28208
24628,26725
25422,28548
23023,25847
26083,27961
26807,28862
31228,22065
23345,24681
23363,26048
29064,28923
24788,24665
22404,27789
25125,23347
25040,27202
24249,28042
22984,26081
29348,27806
22267,24508
26066,29662
22923,25141
24100,28546
27445,29725
29824,26480
22968,27124
23285,27385
25368,28680
21909,27869
23188,25223
23368,24383
25041,29927
26648,28608
33060,24263
21361,27123
23787,28767
29044,28040
25362,26764
29820,22986
22508,24724
28108,28185
28503,28346
27843,28543
23325,26947
22105,26485
22865,27249
30288,27069
25926,27586
23322,24604
27167,29086
28767,27906
23363,26841
24705,26527
23388,26564
29846,26944
22566,26544
22641,24464
27767,28742
23388,26981
24945,27201
23927,28946
24902,27341
24160,27586
29920,26163
26029,29240
30929,29104
28404,27683
28984,28001
22621,26746
23444,25907
24407,28604
24361,29264
22804,24544
29068,27945
27242,28744
22886,25226
25141,27604
24922,28009
24662,28129
26227,29946
24768,27908
31043,20541
31182,26224
23866,26082
21665,26849
24288,27640
24302,31106
23083,28301
26442,27663
23281,28306
24542,25406
23904,27485
22769,26127
21986,27486
22380,24688
25724,28989
29888,28209
23144,28343
23027,28406
25644,29721
