23586,28027
22361,26368
22869,26467
28080,26704
23283,23520
23302,27945
29060,22080
23180,27867
27547,26942
24564,23988
25886,28242
23681,28884
22541,27105
26925,29180
23529,26261
28900,25727
24142,27764
24105,27907
28484,26121
26888,26806
24981,28684
22762,27068
27187,26805
23523,24161
26405,28269
24780,29020
28421,25063
28800,23903
25420,27884
26402,28125
22309,26300
23248,28320
24704,26862
22349,24861
29486,26740
22168,23745
22904,28003
22301,25408
27265,28164
26820,25164
26424,28962
27368,25844
23887,27241
26662,26842
29167,26424
25407,30129
22261,26043
28647,26021
25526,27405
23126,27169
24382,26069
23728,27140
28101,26202
22280,25009
28349,26629
26863,28729
23806,26245
24666,27243
24561,28522
27683,27784
26546,28927
25780,27087
23329,25345
28621,27465
22184,25348
27603,28283
23144,27423
24449,27289
24549,28540
22668,25783
23589,28686
25145,27849
23189,26969
23107,26768
24187,26566
23524,27668
28264,23887
26325,26881
30885,23529
21943,25041
21369,25767
22306,27761
22702,23963
23300,27228
23106,25729
29808,24144
27507,27300
24968,28042
28005,26061
23883,29367
27068,28549
23223,27100
25182,28101
23781,26709
24228,28463
24661,27044
27443,27884
23909,27684
22362,27066
26548,26644
28926,25962
28140,27183
23106,26622
24085,27686
26485,28284
25722,27784
23342,28286
23324,25708
22400,25400
24709,27887
24600,28084
23527,25704
24806,29248
25983,29067
27924,28741
22868,24288
26088,28629
23420,25763
23308,27288
26441,27423
26366,26581
24280,27108
25242,28866
23367,27527
26986,28020
25901,27888
26248,27648
23203,28380
26028,28101
28141,25303
28386,26988
25680,28443
24300,28121
29060,24361
26167,28063
26600,28147
23108,26827
26665,28148
23348,26589
23142,27428
22282,26081
24105,27382
27587,28068
29207,24384
25568,28841
26829,28324
28849,25908
28063,27424
28165,27004
23601,27406
28063,27127
21980,24088
24263,28125
22189,24745
23040,27041
26800,27765
23601,27608
21900,24029
27389,27446
25064,27325
26223,28702
26441,28345
26680,29067
28541,26742
26366,27864
22682,25640
28547,26906
27485,27564
28306,27922
22628,25984
24623,28864
26702,28123
25526,27549
26088,27188
28021,25842
27106,28326
24101,26821
26583,29081
29541,26244
27161,27105
25843,28921
26147,27869
27747,26501
25987,27984
26882,27405
24769,28183
23846,26646
22604,26808
25827,27302
24849,28261
22441,26620
27645,22963
28844,26388
23042,25540
26080,26920
25244,27965
27889,25785
21865,23825
27086,27401
25646,27747
27325,26563
26648,28284
23941,27725
23702,27700
24581,26044
29082,25760
26485,27725
23104,26426
28442,26427
24643,27464
25089,27640
21229,24482
23184,25722
21860,24767
22942,27700
23127,23743
29464,26642
26564,27800
21927,26466
28001,26365
27347,24064
23929,23963
23689,26406
26241,28028
25441,27628
26060,27087
26648,27907
22885,23446
25984,29326
25261,28186
21561,25948
28462,20560
28261,22921
23507,26564
23366,26260
25462,21361
26983,29207
24320,28569
28765,25143
23800,27185
24541,28668
26924,28062
25300,28662
26881,29605
22423,27646
26986,28040
28420,20685
26445,25809
22543,27149
29780,23563
22266,24763
22625,26303
25347,29162
23825,27865
22062,26765
24727,28963
29523,24885
25222,26947
23226,27265
23163,26240
29024,26581
26941,26867
26262,29160
27341,27263
23625,24609
29346,22707
25949,28664
23106,24880
23545,25328
21708,23108
28722,24983
23601,28527
22947,27824
27885,25107
22945,26526
23008,26322
23524,22406
23127,26722
29445,23884
26047,28189
27563,25829
29305,27824
27307,28684
24327,28406
30002,24682
21360,24625
23161,23464
24441,27446
23188,27024
23248,27167
28365,27102
23806,25947
25846,28323
22921,28066
23845,28545
28145,27664
22807,25805
23161,28326
28503,29081
22667,24946
28247,26341
28502,25965
23067,26941
23261,23327
22563,27387
23547,28327
22466,25769
23726,25988
22926,26104
29461,25068
25244,28044
23500,28405
25229,26604
28067,24607
27949,26766
27725,28169
27243,27204
25560,27286
28885,22587
25724,27742
24583,29545
28365,26861
24669,23426
27380,27584
26909,27148
27148,27384
23508,27283
24504,28869
28303,25141
25121,27468
23047,28748
24440,27144
23105,24045
24225,28464
22964,26707
26140,28543
28283,26769
24585,27386
27600,27684
26101,27467
24963,28860
25983,28321
28483,26048
24640,27282
22489,25469
23240,27744
24442,28482
26641,27449
