22824,26863
23460,25700
24247,27586
26609,25820
22165,27723
27888,28243
23544,27724
22263,27181
21803,24806
27664,25547
25407,29027
25568,27446
26463,27569
23563,27729
24040,26800
23968,25521
25362,26246
24604,26666
22347,27362
23409,29341
28382,24588
25088,27929
29082,24985
23760,25981
27302,25363
23668,28329
26329,27287
25002,28268
25646,28007
21187,25742
21808,26108
23666,28141
29068,25628
24047,27325
23782,27443
25343,28023
28087,26929
24727,26963
23724,27687
22865,28586
23183,28486
27749,28202
23764,28402
28169,25346
23864,27140
26184,27943
22747,23028
26105,29122
28101,27907
21447,23584
21220,25069
23302,25641
27140,27683
25965,28829
28001,26008
22268,26505
22788,28965
25263,26506
27247,23188
20880,26867
22282,24564
28141,28129
23629,28487
26126,29421
24629,26306
26869,28727
26848,26984
21543,26220
25164,27247
25560,27664
26745,27424
24525,26527
23760,28429
24324,28829
28185,27641
23142,28227
28928,26386
24882,27348
26405,29208
28803,24765
28844,24327
25002,28505
28485,28166
25228,28905
22507,24562
25281,29548
25667,27841
28323,25421
27722,29146
22404,25222
25985,29040
25483,27445
26144,27547
21089,26582
22467,26367
22505,28183
27067,28169
24004,21801
24961,29087
29528,25142
26769,29187
28924,24860
25580,29005
23448,28602
22824,27962
23600,26524
25163,28280
29104,23385
24665,28785
28804,25026
27366,28721
24529,28241
27048,28787
27187,27108
24224,28728
25941,26045
23846,28144
21922,23929
22646,27664
22246,26549
25388,28364
28127,25745
23804,26209
23144,29265
22647,24405
22981,26869
26864,27768
21640,27321
27264,27544
24080,29185
26425,26383
23100,27141
26563,26647
22466,27329
27680,25922
23365,26000
23663,28104
22523,26665
26707,27261
23964,25809
25562,28102
26080,27128
23825,27088
22669,26441
21969,27005
23942,25181
25027,27949
25801,28469
27863,27742
22328,26348
27626,26328
25662,27389
24140,27987
28887,27224
22506,23801
28286,25929
26103,21288
26681,26362
27080,24404
27500,27381
24241,27903
22983,29545
24927,29528
24285,28728
22880,26803
23286,24209
20762,24947
24688,29344
25087,27240
26084,28604
28684,24882
21863,27449
29027,23981
23467,29022
26564,26424
29024,26640
25523,26668
28623,28463
24020,26967
22649,27426
26325,27544
28686,25806
27583,26066
29148,24228
20702,24308
25764,28401
23681,28083
27186,27126
22404,21783
22305,28804
25340,27703
24162,28503
22068,26146
22809,27028
22024,25386
25584,27581
28380,24320
22900,27445
23022,25185
24240,29322
21467,23740
24106,27102
25783,28148
23166,27748
27360,27268
28585,26308
22682,26366
26148,27860
22524,26288
22342,26685
27961,27380
24161,27402
27209,28447
22227,23300
30521,26361
25344,28141
26606,27709
24321,29362
26687,28066
27301,26608
21102,27406
26960,27629
21167,24222
27785,25661
27306,27688
27005,28486
27961,22226
28925,26284
26828,25949
28148,27549
23285,27360
27063,27561
27483,27523
28600,26400
23283,27926
29124,25125
23345,26762
24408,27140
22748,27329
25661,29509
26501,28502
22825,25743
27503,27828
28969,25366
23746,26523
25680,28168
24761,27184
27266,26325
28985,28109
23188,21744
22166,25383
21921,23766
23362,26804
27027,25664
24602,27465
22869,25826
23326,23848
24603,26403
23246,26722
23529,25744
25648,28646
22446,27607
24127,26767
24846,28129
24287,29268
23964,27281
24707,28245
28328,26129
21346,24609
23441,27340
23806,27764
24422,28925
24028,27908
21902,26740
26843,27606
25520,27960
27064,28503
28841,28483
25907,28083
26769,28264
24482,28763
22942,26624
23326,27363
28809,26545
24887,26981
22762,27101
24982,28001
24225,26762
23649,27067
24407,27442
26364,25585
22908,25386
27928,27209
26641,25727
21823,24280
25163,27945
26426,28342
23185,23707
26447,26583
24161,27202
26382,28625
27621,28162
28682,26289
26187,29143
28862,25142
21423,25326
29405,24708
26307,27669
29248,24765
25886,26903
23025,28466
23626,27367
28808,23061
22547,23540
23863,22329
25425,27760
23946,28720
26040,27945
22129,26003
20603,27445
25063,28807
27861,25629
22641,28860
25704,27967
26186,27242
27941,26787
28244,26725
24228,28623
24744,27868
27266,26842
24880,26405
28324,22402
25243,29628
23008,28103
22384,26966
23201,27524
26240,28704
25861,28963
23185,26327
25187,28062
22542,27804
27265,21265
25283,27102
28904,27144
